id,target
3620,Class_4
73989,Class_2
56183,Class_3
4654,Class_3
48386,Class_2
30861,Class_3
12293,Class_4
64984,Class_2
33134,Class_3
2376,Class_3
87394,Class_3
42507,Class_2
22476,Class_2
46482,Class_2
44982,Class_2
13208,Class_4
45837,Class_2
49758,Class_4
74544,Class_2
97909,Class_2
30640,Class_3
6175,Class_3
39302,Class_2
62139,Class_3
74865,Class_3
16672,Class_2
11888,Class_2
64439,Class_2
36082,Class_2
45152,Class_4
63614,Class_4
59975,Class_3
78094,Class_2
72296,Class_3
25136,Class_1
68002,Class_1
48185,Class_4
59994,Class_2
62950,Class_2
94879,Class_2
32257,Class_3
61317,Class_2
38605,Class_2
53038,Class_2
56454,Class_3
106,Class_1
9406,Class_2
33659,Class_4
10888,Class_4
11386,Class_3
97144,Class_3
59689,Class_4
21503,Class_3
55851,Class_2
23879,Class_2
94471,Class_3
89519,Class_2
41648,Class_2
69168,Class_2
45446,Class_2
99662,Class_1
78780,Class_3
74019,Class_2
812,Class_4
99031,Class_2
27456,Class_2
59845,Class_3
79000,Class_1
45639,Class_4
56867,Class_4
17799,Class_2
28739,Class_3
83031,Class_2
7950,Class_2
65237,Class_2
35463,Class_2
70107,Class_3
59385,Class_2
28589,Class_2
17927,Class_4
48027,Class_4
66082,Class_2
5442,Class_4
19899,Class_4
37300,Class_2
13547,Class_2
44096,Class_2
37406,Class_3
85602,Class_3
47772,Class_1
50048,Class_3
27012,Class_2
24775,Class_2
37233,Class_3
33369,Class_2
93389,Class_2
63182,Class_2
820,Class_2
71222,Class_3
41681,Class_3
91114,Class_2
79681,Class_2
14441,Class_1
98041,Class_2
96251,Class_2
85871,Class_4
18734,Class_2
71140,Class_2
62616,Class_3
491,Class_2
13943,Class_2
1054,Class_2
90206,Class_4
15291,Class_3
10577,Class_2
13391,Class_2
51725,Class_2
30231,Class_2
78479,Class_2
74620,Class_2
89095,Class_1
88349,Class_2
46552,Class_3
59098,Class_2
12136,Class_2
90650,Class_2
37000,Class_2
41295,Class_2
4790,Class_2
38223,Class_3
34965,Class_2
56266,Class_2
43640,Class_2
4007,Class_2
67781,Class_1
30329,Class_2
91338,Class_2
17382,Class_2
2259,Class_1
64217,Class_1
2662,Class_1
22330,Class_1
89564,Class_1
83880,Class_3
73871,Class_2
78632,Class_1
67610,Class_1
41578,Class_2
82417,Class_2
9558,Class_2
74889,Class_3
18241,Class_2
62721,Class_3
88629,Class_4
20014,Class_2
93005,Class_2
29479,Class_2
90790,Class_2
63943,Class_4
94409,Class_3
28153,Class_4
75498,Class_3
22661,Class_2
95926,Class_4
76940,Class_2
75533,Class_2
69662,Class_4
21504,Class_2
76178,Class_2
20072,Class_1
26116,Class_2
80312,Class_2
40895,Class_4
47347,Class_2
6851,Class_2
55774,Class_2
55628,Class_3
34150,Class_3
53018,Class_2
37999,Class_2
42233,Class_2
39631,Class_3
50843,Class_3
57444,Class_2
14005,Class_2
12610,Class_2
86154,Class_2
9030,Class_3
60894,Class_2
98350,Class_2
17444,Class_2
89398,Class_2
55493,Class_2
78136,Class_3
81988,Class_4
93544,Class_2
75691,Class_2
2648,Class_2
11823,Class_2
43509,Class_2
13506,Class_2
36614,Class_4
5178,Class_2
50763,Class_2
76341,Class_2
50090,Class_1
36094,Class_4
96536,Class_2
14392,Class_2
45709,Class_4
72688,Class_2
84563,Class_2
77402,Class_2
14041,Class_2
89692,Class_3
76393,Class_2
94112,Class_2
59527,Class_2
57667,Class_3
75767,Class_2
61184,Class_1
4256,Class_3
79817,Class_3
22962,Class_1
72128,Class_2
28104,Class_4
38683,Class_4
9209,Class_2
52983,Class_4
73630,Class_3
14438,Class_2
89797,Class_2
62724,Class_2
26516,Class_2
16522,Class_2
93666,Class_1
44418,Class_2
65905,Class_3
89925,Class_2
77370,Class_2
52496,Class_4
50673,Class_4
98357,Class_2
67601,Class_3
32757,Class_2
72445,Class_2
60479,Class_3
10809,Class_1
81698,Class_2
23277,Class_2
1406,Class_4
6253,Class_2
66424,Class_2
17337,Class_2
82713,Class_4
54448,Class_2
48344,Class_1
16307,Class_2
44988,Class_4
14298,Class_3
8260,Class_3
42453,Class_2
79662,Class_2
2968,Class_4
50776,Class_2
69275,Class_4
47454,Class_2
71938,Class_3
24577,Class_3
56930,Class_2
35530,Class_3
53829,Class_2
7178,Class_3
40027,Class_2
60507,Class_3
38976,Class_2
29023,Class_2
7770,Class_2
86884,Class_2
3040,Class_3
36657,Class_2
28903,Class_2
52386,Class_4
6592,Class_3
90354,Class_2
96665,Class_1
8880,Class_2
36177,Class_4
62667,Class_2
92060,Class_2
96452,Class_1
89956,Class_3
82593,Class_2
28009,Class_2
68399,Class_4
29186,Class_3
89977,Class_3
45336,Class_4
92704,Class_2
9239,Class_2
71954,Class_2
45516,Class_3
81472,Class_3
21855,Class_4
54246,Class_3
23561,Class_1
65574,Class_2
20503,Class_2
99906,Class_1
35549,Class_3
33448,Class_1
347,Class_3
32901,Class_2
6931,Class_2
28516,Class_2
48066,Class_3
8751,Class_1
29719,Class_1
65353,Class_2
34085,Class_2
35703,Class_2
40114,Class_3
22153,Class_4
13364,Class_2
23603,Class_2
74304,Class_2
24035,Class_2
11362,Class_1
57348,Class_2
41647,Class_1
68761,Class_4
60486,Class_3
2950,Class_2
85608,Class_2
26127,Class_1
91552,Class_3
41995,Class_2
54167,Class_2
26112,Class_2
30969,Class_2
46884,Class_4
23338,Class_3
65409,Class_2
85689,Class_2
53985,Class_3
32985,Class_2
21105,Class_4
21333,Class_2
99471,Class_2
93157,Class_2
56197,Class_2
65182,Class_2
74722,Class_3
37728,Class_2
69628,Class_2
42505,Class_2
67529,Class_2
62018,Class_3
77881,Class_2
91033,Class_2
88131,Class_4
28303,Class_2
62854,Class_3
92546,Class_1
47001,Class_2
83166,Class_4
4562,Class_2
4545,Class_2
18271,Class_1
22001,Class_1
53207,Class_2
61778,Class_2
48174,Class_2
36970,Class_4
57188,Class_4
62200,Class_2
92048,Class_2
88989,Class_2
74009,Class_4
28558,Class_1
65357,Class_4
68851,Class_2
50585,Class_2
75977,Class_3
47939,Class_3
98340,Class_2
69791,Class_2
61450,Class_4
24880,Class_1
11776,Class_2
97932,Class_2
6153,Class_2
28905,Class_2
21290,Class_4
4658,Class_2
31944,Class_2
6348,Class_2
93881,Class_2
8586,Class_3
83010,Class_2
88717,Class_2
99228,Class_2
59038,Class_2
1045,Class_2
66365,Class_2
89936,Class_1
24388,Class_1
6316,Class_2
48151,Class_3
39698,Class_3
44886,Class_3
58205,Class_2
25303,Class_1
74768,Class_2
94892,Class_2
53215,Class_3
29457,Class_2
60899,Class_2
91694,Class_2
81717,Class_2
3169,Class_4
92855,Class_2
2300,Class_2
34440,Class_4
52665,Class_1
18352,Class_1
7783,Class_2
64588,Class_4
54966,Class_2
34088,Class_3
59134,Class_4
14296,Class_4
37182,Class_2
88710,Class_4
21885,Class_2
48184,Class_2
20974,Class_2
10365,Class_1
76914,Class_4
1256,Class_2
68988,Class_2
10032,Class_2
33426,Class_2
87788,Class_1
46168,Class_1
97726,Class_2
21062,Class_2
5864,Class_2
70349,Class_3
92908,Class_3
97562,Class_2
78288,Class_3
79410,Class_4
65119,Class_2
96314,Class_2
14753,Class_3
29360,Class_1
84186,Class_3
2833,Class_2
23193,Class_1
18848,Class_2
57672,Class_1
62786,Class_2
54661,Class_2
39953,Class_2
7301,Class_2
99454,Class_3
38012,Class_2
68293,Class_1
56145,Class_2
23228,Class_2
36700,Class_2
94296,Class_2
49342,Class_2
34995,Class_2
50792,Class_2
71010,Class_2
76770,Class_2
45828,Class_1
87339,Class_2
11287,Class_3
97669,Class_2
61885,Class_1
95046,Class_2
25182,Class_2
57310,Class_3
20381,Class_3
9149,Class_2
46937,Class_2
53388,Class_3
34646,Class_2
25668,Class_2
69161,Class_2
86635,Class_1
53843,Class_3
43349,Class_2
45616,Class_2
31840,Class_3
6606,Class_2
28644,Class_3
50972,Class_2
42539,Class_2
36585,Class_1
6272,Class_2
6729,Class_2
89017,Class_2
93430,Class_2
70619,Class_3
4586,Class_2
91340,Class_2
9234,Class_2
21513,Class_2
51680,Class_2
73205,Class_3
4343,Class_4
34140,Class_2
69475,Class_1
61511,Class_2
38517,Class_3
99505,Class_2
73041,Class_2
20255,Class_2
65523,Class_3
69889,Class_4
55117,Class_4
18107,Class_2
36393,Class_2
8441,Class_4
17002,Class_2
63793,Class_1
70664,Class_2
87662,Class_2
40367,Class_3
54584,Class_2
3586,Class_2
89245,Class_2
39152,Class_1
87352,Class_2
66161,Class_2
30909,Class_2
69397,Class_2
76894,Class_2
58753,Class_2
27463,Class_2
59103,Class_2
43353,Class_2
23591,Class_2
41283,Class_4
86000,Class_2
25717,Class_2
98457,Class_4
81610,Class_2
31009,Class_2
20268,Class_2
19903,Class_2
80487,Class_2
55676,Class_2
89377,Class_4
24072,Class_1
39762,Class_3
57323,Class_2
94028,Class_4
68680,Class_2
91698,Class_3
72283,Class_3
45766,Class_3
55821,Class_1
56107,Class_3
7418,Class_3
64256,Class_2
13190,Class_3
99461,Class_2
32581,Class_2
71267,Class_2
87674,Class_2
33767,Class_1
88063,Class_3
63292,Class_2
3416,Class_3
77800,Class_1
43089,Class_2
99927,Class_2
8115,Class_2
63445,Class_2
9287,Class_2
72687,Class_3
70155,Class_3
672,Class_2
58231,Class_3
73826,Class_1
46953,Class_2
26494,Class_2
90262,Class_2
36266,Class_2
63774,Class_2
61290,Class_2
12276,Class_3
41691,Class_2
71845,Class_2
13868,Class_2
6322,Class_2
957,Class_4
78668,Class_3
11719,Class_2
88227,Class_2
34590,Class_2
61024,Class_2
39233,Class_2
27058,Class_2
63464,Class_2
41919,Class_2
7431,Class_2
73732,Class_2
49716,Class_3
57123,Class_3
64233,Class_2
4656,Class_1
85780,Class_2
10766,Class_2
99624,Class_2
9158,Class_3
65540,Class_3
48064,Class_4
52346,Class_2
62566,Class_1
16131,Class_2
61395,Class_2
57375,Class_2
20138,Class_1
88790,Class_3
62050,Class_2
82550,Class_2
28146,Class_2
96891,Class_2
71737,Class_2
70686,Class_3
80550,Class_2
15884,Class_3
20692,Class_2
30511,Class_2
1003,Class_2
17195,Class_2
82479,Class_2
48976,Class_2
8191,Class_1
27903,Class_3
19482,Class_2
12723,Class_2
96397,Class_4
57697,Class_2
42792,Class_2
13812,Class_3
87590,Class_2
4232,Class_2
45526,Class_2
67348,Class_2
25857,Class_2
78704,Class_2
68671,Class_2
48334,Class_2
49983,Class_2
41292,Class_3
29950,Class_3
16861,Class_2
86042,Class_1
22494,Class_3
73992,Class_2
34066,Class_3
41375,Class_2
16123,Class_2
81869,Class_4
17773,Class_2
14311,Class_1
1692,Class_4
83223,Class_2
55699,Class_2
81359,Class_2
63354,Class_4
94265,Class_2
19040,Class_4
82944,Class_2
5551,Class_2
43513,Class_4
37199,Class_4
15302,Class_2
41761,Class_4
95458,Class_3
81750,Class_1
15807,Class_2
23607,Class_3
77111,Class_4
17502,Class_2
52045,Class_2
26523,Class_2
21456,Class_2
22810,Class_4
48682,Class_3
87135,Class_2
24764,Class_4
7208,Class_3
34420,Class_3
89021,Class_2
37767,Class_2
29760,Class_3
21744,Class_2
19261,Class_2
20424,Class_2
84598,Class_2
58145,Class_2
17437,Class_1
6748,Class_3
124,Class_2
9962,Class_2
41550,Class_2
25352,Class_4
17436,Class_2
58673,Class_3
38109,Class_1
51698,Class_2
69703,Class_3
93003,Class_2
65004,Class_3
21354,Class_1
90185,Class_4
41752,Class_2
61882,Class_2
87444,Class_2
61905,Class_2
84936,Class_2
77548,Class_2
38603,Class_2
73793,Class_2
22176,Class_4
80549,Class_2
86399,Class_3
50656,Class_2
73904,Class_3
37609,Class_2
55045,Class_2
56780,Class_2
43849,Class_3
4124,Class_4
12681,Class_2
65968,Class_3
30464,Class_2
96015,Class_1
39359,Class_2
36197,Class_2
34451,Class_2
80698,Class_4
9981,Class_2
77203,Class_2
79097,Class_3
10020,Class_2
32478,Class_2
51895,Class_2
57792,Class_2
27053,Class_2
27602,Class_2
30039,Class_2
58746,Class_3
82914,Class_3
74078,Class_4
11404,Class_1
41847,Class_3
33571,Class_1
76048,Class_3
78691,Class_2
22364,Class_2
46689,Class_2
52110,Class_1
87471,Class_2
88345,Class_3
61569,Class_2
12650,Class_2
93144,Class_2
23686,Class_2
23629,Class_4
22223,Class_3
40061,Class_2
30820,Class_4
91833,Class_2
40824,Class_2
50242,Class_2
63233,Class_3
94110,Class_2
35379,Class_3
81102,Class_2
54126,Class_2
35124,Class_3
94114,Class_2
24233,Class_3
82299,Class_4
14889,Class_2
92406,Class_2
97371,Class_3
48782,Class_2
11193,Class_2
41642,Class_1
21217,Class_2
97270,Class_2
135,Class_3
87603,Class_3
15844,Class_2
82363,Class_2
56602,Class_2
92647,Class_2
68064,Class_2
74962,Class_3
82884,Class_1
3944,Class_2
79946,Class_2
26083,Class_2
18022,Class_1
68238,Class_3
86726,Class_2
84992,Class_2
95793,Class_3
86810,Class_4
55051,Class_2
51208,Class_2
70863,Class_1
20950,Class_4
37215,Class_2
29242,Class_2
44058,Class_2
13813,Class_1
45007,Class_3
40534,Class_2
77935,Class_2
10407,Class_3
24481,Class_3
82624,Class_2
35347,Class_2
4361,Class_3
39296,Class_2
13896,Class_2
69927,Class_2
38793,Class_2
61183,Class_2
16701,Class_1
68356,Class_2
45325,Class_2
98453,Class_2
88126,Class_3
35795,Class_3
69199,Class_2
65719,Class_2
89831,Class_2
70557,Class_4
64797,Class_4
1721,Class_2
74423,Class_2
2351,Class_4
47870,Class_2
13309,Class_2
99272,Class_3
36330,Class_1
84709,Class_3
1285,Class_2
42972,Class_1
19448,Class_3
56338,Class_2
98259,Class_2
33211,Class_3
7984,Class_2
69220,Class_2
8296,Class_2
1196,Class_2
75919,Class_2
97475,Class_2
97467,Class_3
63796,Class_2
42106,Class_2
72366,Class_4
30598,Class_2
10901,Class_2
34188,Class_2
55196,Class_2
58575,Class_4
30061,Class_2
36485,Class_3
45931,Class_2
40451,Class_2
46080,Class_2
75547,Class_2
69465,Class_2
34724,Class_1
79259,Class_2
3951,Class_2
68252,Class_2
89148,Class_1
65970,Class_4
63558,Class_2
70443,Class_2
82795,Class_2
92342,Class_4
92426,Class_3
12035,Class_3
25665,Class_2
91806,Class_2
41146,Class_2
18969,Class_2
12760,Class_1
91411,Class_2
1602,Class_4
5270,Class_2
8841,Class_2
55375,Class_2
43110,Class_2
44208,Class_2
88810,Class_2
5784,Class_3
32798,Class_3
85074,Class_2
66044,Class_2
85367,Class_2
13953,Class_3
78562,Class_3
64562,Class_4
87664,Class_4
44074,Class_2
60767,Class_2
15715,Class_2
67812,Class_2
66085,Class_4
30965,Class_3
33222,Class_2
1994,Class_2
74794,Class_4
48553,Class_2
48549,Class_2
94201,Class_2
8648,Class_3
99816,Class_2
42731,Class_3
9298,Class_2
85692,Class_2
35033,Class_2
18815,Class_3
65384,Class_2
49883,Class_2
19331,Class_2
22770,Class_4
87671,Class_2
42117,Class_2
32273,Class_4
5428,Class_2
91431,Class_2
58705,Class_1
53712,Class_2
83453,Class_2
19212,Class_3
24812,Class_3
32978,Class_2
92529,Class_1
10240,Class_4
3521,Class_2
23994,Class_2
9423,Class_2
79193,Class_2
97682,Class_2
18387,Class_1
95453,Class_2
16666,Class_3
1480,Class_3
33676,Class_4
40559,Class_2
31743,Class_4
84533,Class_2
84987,Class_3
73281,Class_2
44882,Class_2
84251,Class_1
41998,Class_3
43586,Class_4
69117,Class_1
68928,Class_2
97052,Class_2
88225,Class_2
17715,Class_2
3182,Class_4
19764,Class_2
56489,Class_2
22729,Class_2
1246,Class_3
37427,Class_2
27137,Class_2
53145,Class_2
93242,Class_1
95713,Class_3
33269,Class_2
94556,Class_2
74806,Class_4
20182,Class_2
50287,Class_2
48594,Class_4
77558,Class_2
27071,Class_2
36333,Class_2
56156,Class_2
66368,Class_2
96662,Class_2
94228,Class_4
52366,Class_2
41322,Class_1
81457,Class_2
83501,Class_2
97431,Class_3
45983,Class_3
66593,Class_3
36168,Class_1
51250,Class_2
26963,Class_2
75300,Class_2
65050,Class_4
25514,Class_2
30690,Class_1
98097,Class_3
62691,Class_2
56075,Class_4
12931,Class_4
49333,Class_2
66721,Class_4
40541,Class_2
33151,Class_2
46183,Class_4
70625,Class_3
35727,Class_2
26338,Class_2
63893,Class_4
2245,Class_4
44172,Class_2
7796,Class_3
60243,Class_3
58982,Class_2
57982,Class_2
99848,Class_2
53041,Class_2
52042,Class_2
91838,Class_2
17840,Class_2
8815,Class_4
85482,Class_3
96364,Class_2
45459,Class_4
86917,Class_2
85978,Class_2
64483,Class_3
38442,Class_2
95255,Class_2
65743,Class_2
23726,Class_4
70743,Class_2
21808,Class_1
82199,Class_2
67626,Class_2
48253,Class_3
49248,Class_1
4859,Class_1
65253,Class_2
84859,Class_3
9731,Class_2
44259,Class_4
48271,Class_1
73400,Class_2
27963,Class_3
71930,Class_3
68548,Class_2
58377,Class_2
16823,Class_2
28098,Class_2
38904,Class_3
30864,Class_1
60620,Class_2
23209,Class_4
39031,Class_3
66029,Class_2
62467,Class_4
902,Class_3
21336,Class_2
96939,Class_4
65568,Class_4
585,Class_4
63780,Class_2
78825,Class_4
72854,Class_2
44596,Class_3
1330,Class_2
82642,Class_2
43600,Class_1
48387,Class_4
20308,Class_2
41692,Class_2
72444,Class_4
36628,Class_4
87618,Class_4
87254,Class_2
3377,Class_3
12141,Class_1
18533,Class_2
24506,Class_2
15042,Class_3
41268,Class_2
3242,Class_1
19200,Class_1
95787,Class_2
83068,Class_2
94488,Class_2
25987,Class_2
60912,Class_3
61004,Class_2
18647,Class_3
80371,Class_2
12547,Class_2
93657,Class_2
88546,Class_3
18804,Class_3
89403,Class_2
54342,Class_4
83739,Class_2
3733,Class_2
61328,Class_4
90743,Class_2
20533,Class_4
39658,Class_3
46838,Class_2
68032,Class_4
38720,Class_2
11897,Class_2
7201,Class_2
14956,Class_2
9591,Class_1
50922,Class_1
73912,Class_2
43812,Class_2
53733,Class_2
27099,Class_2
37691,Class_2
15039,Class_2
82065,Class_2
79489,Class_3
21567,Class_2
11838,Class_2
80166,Class_3
60549,Class_3
6270,Class_3
12074,Class_2
61963,Class_2
92265,Class_2
96729,Class_2
81513,Class_2
55968,Class_4
16815,Class_2
29776,Class_2
97265,Class_4
76527,Class_2
14487,Class_1
58023,Class_2
48036,Class_2
2104,Class_3
47371,Class_3
90903,Class_3
37247,Class_2
44642,Class_4
99023,Class_1
35601,Class_4
26746,Class_2
2087,Class_3
96563,Class_2
9694,Class_2
33704,Class_2
79934,Class_3
81011,Class_2
56767,Class_2
80527,Class_2
4510,Class_2
33877,Class_4
90395,Class_4
39982,Class_2
64645,Class_3
2516,Class_3
82217,Class_2
7007,Class_3
98254,Class_4
34123,Class_2
590,Class_1
18359,Class_2
51062,Class_2
98307,Class_2
19655,Class_3
69607,Class_3
6939,Class_2
60173,Class_4
38625,Class_2
53962,Class_2
50796,Class_3
28335,Class_4
91776,Class_3
91214,Class_2
1653,Class_3
54619,Class_2
32612,Class_2
86865,Class_3
20787,Class_2
98367,Class_3
48683,Class_2
76564,Class_3
16435,Class_2
61651,Class_1
76369,Class_2
38935,Class_3
2875,Class_2
16305,Class_2
9454,Class_3
21374,Class_2
87004,Class_2
6767,Class_2
74195,Class_3
89714,Class_2
1175,Class_3
80689,Class_2
37854,Class_2
45492,Class_2
61089,Class_3
21592,Class_2
43810,Class_2
67427,Class_3
57001,Class_2
96657,Class_2
73610,Class_2
47823,Class_3
44118,Class_2
78695,Class_4
19438,Class_3
98611,Class_3
90645,Class_2
81410,Class_2
3027,Class_1
28012,Class_3
804,Class_2
36352,Class_2
91017,Class_2
36998,Class_3
29449,Class_4
33297,Class_3
46784,Class_2
30016,Class_2
27587,Class_3
15206,Class_2
29887,Class_3
69143,Class_2
78197,Class_2
49458,Class_3
56838,Class_2
74207,Class_4
34667,Class_2
82396,Class_2
97373,Class_2
23032,Class_3
40092,Class_2
61520,Class_2
78963,Class_4
23374,Class_2
68364,Class_4
5098,Class_3
25359,Class_4
76699,Class_3
67599,Class_2
67386,Class_2
1472,Class_3
48550,Class_2
89408,Class_3
86385,Class_2
1278,Class_2
27459,Class_2
78445,Class_3
9451,Class_2
17092,Class_1
31865,Class_3
98569,Class_4
85832,Class_3
46063,Class_2
21935,Class_2
57661,Class_1
98527,Class_2
1060,Class_2
32320,Class_1
63839,Class_4
59934,Class_2
54662,Class_2
17403,Class_1
29182,Class_2
55726,Class_2
62980,Class_2
13800,Class_2
59433,Class_3
29634,Class_2
69405,Class_3
32321,Class_2
51193,Class_2
12309,Class_2
76532,Class_2
36149,Class_3
72562,Class_2
11759,Class_3
25329,Class_4
82154,Class_2
13080,Class_3
33171,Class_4
49705,Class_4
8663,Class_2
28816,Class_1
49301,Class_4
62141,Class_3
63563,Class_3
94205,Class_4
75240,Class_3
46206,Class_3
44034,Class_1
90214,Class_2
70094,Class_2
69917,Class_2
88928,Class_2
56897,Class_2
27652,Class_4
38050,Class_3
60396,Class_3
30529,Class_3
77210,Class_2
9002,Class_2
8028,Class_2
30662,Class_2
48927,Class_2
6877,Class_2
53289,Class_2
83902,Class_2
37858,Class_1
88620,Class_4
64447,Class_2
57997,Class_3
35275,Class_1
69325,Class_2
46583,Class_2
90026,Class_2
7067,Class_4
2513,Class_4
91902,Class_2
97509,Class_3
4812,Class_4
10214,Class_3
1413,Class_4
65804,Class_2
63154,Class_3
14185,Class_2
93668,Class_3
27507,Class_4
58131,Class_2
97206,Class_3
13644,Class_2
65706,Class_3
47641,Class_3
28622,Class_2
34502,Class_2
90729,Class_2
59194,Class_2
55908,Class_1
674,Class_3
66582,Class_2
484,Class_1
43975,Class_1
12533,Class_2
87843,Class_3
67086,Class_1
15287,Class_4
52841,Class_2
56608,Class_4
27537,Class_3
97799,Class_2
48488,Class_2
41654,Class_3
69658,Class_3
74250,Class_2
15279,Class_4
88783,Class_2
36475,Class_2
43458,Class_2
578,Class_3
94603,Class_2
29474,Class_2
39548,Class_2
49937,Class_2
81460,Class_2
93819,Class_4
26635,Class_3
52920,Class_2
86035,Class_2
16635,Class_3
33858,Class_2
72538,Class_2
62620,Class_3
9819,Class_4
18102,Class_3
89577,Class_2
77626,Class_1
4422,Class_4
38486,Class_2
64848,Class_4
61849,Class_3
97041,Class_2
21272,Class_3
82714,Class_2
97417,Class_2
54817,Class_2
35986,Class_1
59695,Class_4
80160,Class_2
69417,Class_3
1910,Class_2
31049,Class_2
80785,Class_2
3233,Class_2
39483,Class_3
72289,Class_2
91917,Class_2
22197,Class_3
97247,Class_2
69508,Class_1
93792,Class_2
25377,Class_2
3085,Class_2
89939,Class_2
92176,Class_2
43830,Class_2
8797,Class_2
18670,Class_2
34554,Class_3
36844,Class_2
63900,Class_3
89581,Class_2
42175,Class_2
99028,Class_1
63840,Class_2
12977,Class_2
71131,Class_2
23370,Class_3
22514,Class_4
20591,Class_2
33684,Class_2
19018,Class_2
60783,Class_2
15951,Class_3
6995,Class_4
15894,Class_3
7696,Class_2
88421,Class_2
49973,Class_2
15517,Class_2
91837,Class_2
41925,Class_2
77074,Class_3
88283,Class_2
42358,Class_2
624,Class_2
94484,Class_1
35496,Class_2
3125,Class_4
34476,Class_2
17376,Class_1
41388,Class_2
58591,Class_3
94188,Class_2
96007,Class_2
32538,Class_1
21582,Class_3
11753,Class_3
46726,Class_2
85100,Class_2
50600,Class_3
16301,Class_1
74457,Class_1
18924,Class_2
45449,Class_2
88264,Class_2
36715,Class_2
46016,Class_2
37486,Class_2
64679,Class_4
57495,Class_3
37036,Class_2
21210,Class_3
82088,Class_2
55369,Class_2
65423,Class_2
19349,Class_3
52543,Class_2
29934,Class_4
33753,Class_2
20668,Class_3
63792,Class_2
69232,Class_2
8257,Class_3
8231,Class_2
11265,Class_1
93104,Class_4
64726,Class_2
81298,Class_2
98667,Class_1
68435,Class_2
43759,Class_4
70002,Class_2
56749,Class_2
5130,Class_4
64321,Class_3
83615,Class_3
11604,Class_4
92113,Class_2
56530,Class_3
12282,Class_3
63754,Class_3
2110,Class_1
72415,Class_2
28762,Class_2
33429,Class_3
96706,Class_1
73421,Class_2
1655,Class_3
97593,Class_2
47856,Class_4
99185,Class_2
28817,Class_4
48143,Class_2
37657,Class_2
55563,Class_2
99348,Class_2
64126,Class_2
30670,Class_3
63351,Class_3
76365,Class_3
24890,Class_3
54684,Class_2
55223,Class_1
39912,Class_3
96991,Class_2
36442,Class_3
29414,Class_4
3076,Class_3
76668,Class_3
48333,Class_3
71292,Class_2
28533,Class_2
9025,Class_2
52316,Class_2
89827,Class_2
55449,Class_2
53596,Class_2
10221,Class_1
22227,Class_2
41083,Class_2
30764,Class_4
50308,Class_2
66546,Class_2
40945,Class_3
24929,Class_2
11096,Class_2
79774,Class_4
83107,Class_2
928,Class_3
69448,Class_2
