id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target
27701,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,Class_4
42141,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,Class_1
45080,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Class_2
16638,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,36,0,0,4,0,0,0,0,0,0,0,0,Class_2
20424,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,Class_2
88702,0,0,0,0,22,0,0,13,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0,3,0,0,3,0,Class_1
149,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Class_3
1761,0,0,0,0,0,0,1,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,1,0,Class_2
63120,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,Class_2
69161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,Class_2
64883,0,1,0,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,30,0,0,2,0,21,0,0,0,2,0,0,Class_3
2495,0,15,0,2,0,0,0,0,0,0,0,0,0,2,10,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
80296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Class_3
19447,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,Class_2
41331,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,2,0,5,12,0,0,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,Class_3
14888,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,2,0,1,0,14,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Class_2
88636,2,0,4,0,0,1,0,10,2,0,1,0,0,2,2,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,3,1,0,0,4,0,0,0,0,0,3,0,0,0,0,14,Class_3
94892,0,0,0,1,0,0,7,1,0,0,0,2,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,Class_2
92731,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,1,0,1,0,0,2,0,0,4,0,1,0,0,0,0,0,0,1,3,20,1,0,2,0,0,0,3,0,0,0,0,0,0,0,Class_2
29130,0,0,2,0,19,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Class_3
79022,0,0,0,0,0,1,4,7,0,1,0,0,1,0,20,0,0,1,0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,Class_2
84936,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Class_2
16821,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,2,0,0,0,18,0,0,2,0,0,6,0,0,1,0,0,0,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,Class_2
36733,0,0,0,3,0,0,18,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,9,0,0,Class_2
15602,0,0,0,1,0,0,2,1,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,9,15,0,0,0,0,36,2,0,0,0,0,0,0,0,0,1,Class_2
28533,0,0,0,2,0,0,0,1,13,3,2,0,0,0,2,2,0,0,2,0,1,0,0,0,0,1,0,0,0,3,1,8,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,0,1,0,Class_2
69769,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,20,0,Class_2
11405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Class_2
96852,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,3,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,1,1,12,1,0,2,0,0,0,0,0,6,0,0,0,1,0,3,Class_1
16130,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,5,0,5,0,0,0,0,0,1,3,0,2,Class_2
19792,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,1,1,0,0,0,0,0,0,0,0,6,Class_2
89577,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Class_2
40163,0,0,0,0,0,0,0,0,3,1,0,1,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,Class_2
31776,0,0,0,0,0,0,7,4,1,4,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_4
25330,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,4,0,0,0,3,1,0,3,0,9,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Class_1
79156,0,0,0,0,24,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,0,4,0,0,0,0,1,0,2,Class_3
51685,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,Class_2
75498,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,Class_3
4727,0,0,0,8,0,0,0,7,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,0,0,Class_3
85198,0,0,0,0,0,0,0,3,0,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,1,0,2,Class_2
35795,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,4,Class_3
12256,0,0,0,0,0,0,0,0,1,3,1,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,0,0,1,1,0,Class_2
35718,6,0,0,0,0,0,0,1,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,9,0,3,0,1,4,0,0,0,0,0,0,0,0,0,2,0,5,8,0,0,0,0,0,0,3,0,Class_2
70551,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,Class_3
54374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,1,Class_2
39691,0,18,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Class_4
93702,0,0,1,0,0,0,1,0,0,3,0,0,1,0,1,2,10,0,0,0,0,1,0,6,0,0,0,0,1,0,0,5,0,0,0,5,0,0,6,1,3,0,0,1,0,0,0,0,2,1,Class_2
73691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,1,6,0,0,1,0,0,0,0,0,0,0,0,Class_2
98070,0,0,0,1,0,0,0,1,0,4,0,2,0,1,1,1,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_3
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,2,0,0,3,0,0,0,1,1,0,0,0,4,0,9,0,0,3,1,1,0,1,0,1,0,0,0,0,0,Class_3
84610,0,0,2,0,0,0,0,2,0,2,0,5,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,1,2,1,0,Class_2
61769,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_3
32260,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,14,0,0,1,0,2,0,9,8,1,0,0,0,0,0,2,9,Class_4
82199,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,Class_2
36290,0,0,0,0,0,0,0,8,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,Class_4
78449,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,Class_2
60055,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
45948,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,1,Class_1
28177,1,0,0,1,1,0,0,0,1,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,Class_2
84463,0,0,0,1,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_2
578,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_3
30959,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,1,0,3,0,0,0,1,2,0,Class_2
64290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Class_4
14531,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,Class_4
17933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,0,0,0,16,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,18,0,1,1,0,7,0,0,0,0,0,0,Class_2
33608,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,12,0,0,0,0,0,1,5,0,0,1,0,Class_4
49959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,1,19,0,0,0,2,0,0,0,0,0,Class_1
66598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Class_3
99089,0,0,0,0,0,0,5,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,Class_2
34451,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,2,0,4,0,0,0,0,0,0,2,2,0,Class_2
34080,0,0,0,1,0,0,1,2,0,2,0,0,1,0,0,0,1,0,1,0,0,13,0,13,0,0,0,0,9,1,0,0,0,10,0,1,0,0,0,0,9,0,0,0,0,4,0,0,0,0,Class_2
63587,0,0,0,1,0,0,1,0,15,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,9,0,0,4,0,0,0,0,0,0,0,7,0,0,0,Class_2
4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,3,0,Class_4
69102,1,0,0,0,0,4,0,1,0,0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,Class_2
86411,0,14,0,0,0,0,1,1,2,0,0,0,0,0,3,1,1,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,2,0,3,0,2,0,0,0,0,2,Class_2
99476,0,0,0,0,0,1,12,2,3,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Class_2
53929,0,0,0,2,0,0,10,0,0,0,3,3,0,0,1,0,0,0,3,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,18,0,1,0,0,4,0,0,0,0,0,0,0,1,0,Class_3
87070,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,9,0,4,0,0,0,0,0,0,0,0,0,Class_2
65083,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
30712,0,0,0,10,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,27,0,2,0,0,0,0,0,0,0,0,0,Class_2
49182,0,0,0,0,0,0,2,0,0,7,0,0,0,0,39,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Class_2
57234,5,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Class_2
15663,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,Class_2
19966,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,Class_2
91912,0,15,0,0,2,0,0,5,0,1,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,2,0,0,1,3,Class_2
91957,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,5,5,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,Class_2
81346,0,0,0,0,0,0,0,15,1,0,0,0,0,0,26,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,1,Class_1
55325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,Class_2
29857,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,4,0,0,0,6,1,0,0,1,0,0,1,0,0,11,0,0,0,1,Class_3
71222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,22,0,0,8,0,0,0,0,0,0,0,Class_3
52458,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,Class_3
88345,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,2,1,1,Class_3
82363,0,0,0,1,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,15,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_2
65349,0,10,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,4,0,0,0,0,0,0,Class_3
59649,0,0,0,3,0,0,0,8,0,3,0,0,0,0,1,0,0,4,0,0,0,9,0,1,4,2,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,8,0,0,0,5,0,3,Class_4
44952,1,0,0,0,0,0,0,0,15,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Class_2
39525,0,0,0,0,0,0,8,0,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,14,0,2,1,0,0,0,0,5,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_2
13935,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,Class_2
93780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,Class_3
89884,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Class_3
81143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
95799,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,3,24,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Class_3
89404,0,1,0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_2
55223,0,0,0,0,0,0,1,1,0,2,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,Class_1
73645,0,0,0,5,0,1,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,17,12,0,5,5,0,0,0,0,0,0,0,0,0,6,0,Class_2
66293,0,0,0,0,0,0,2,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,9,0,2,0,0,5,0,0,1,0,2,0,0,0,0,Class_2
65539,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,1,0,0,Class_3
28110,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Class_2
41928,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,1,0,0,10,2,0,0,0,8,0,0,0,0,Class_3
86546,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7,0,10,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Class_2
82585,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0,0,0,0,0,0,0,1,0,Class_4
38603,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,1,0,2,Class_2
91657,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,17,0,0,1,0,1,0,28,0,0,0,0,0,0,0,0,18,0,0,Class_2
62786,0,0,0,1,0,0,17,0,0,0,0,0,0,0,4,4,0,0,9,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,Class_2
